id,data_venda,preco,quartos,banheiros,area_habitavel,area_lote,andares,beira_mar,vista,condicao,nivel_acabamento,area_acima_solo,area_porao,ano_construcao,ano_renovacao,codigo_postal,latitude,longitude,area_habitavel_viz,area_lote_viz,faixa_preco,idade_imovel,foi_reformado,area_total,densidade_construcao,preco_m2
8091400200,16/05/2014,252700,2,2,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,baixo,40,0,1070,0.11096131909156902,236.16822429906543
3814700200,20/11/2014,329000,3,2,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,medio,40,0,2450,0.3769230769230769,134.28571428571428
1202000200,03/11/2014,233000,3,2,1710,4697,2.0,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,baixo,84,0,1710,0.3640621673408559,136.25730994152048
1794500383,26/06/2014,937000,3,2,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,muito_alto,110,0,3150,1.1705685618729098,297.46031746031747
3303700376,01/12/2014,667000,3,1,1400,1581,2.0,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,muito_alto,116,0,1400,0.8855154965211891,476.42857142857144
5101402488,24/06/2014,438000,3,2,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,medio,77,0,2250,0.35266457680250785,194.66666666666666
1873100390,02/03/2015,719000,4,3,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,muito_alto,20,0,2570,0.35828802453645614,279.76653696498056
8562750320,10/11/2014,580500,3,3,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,alto,22,0,2320,0.5829145728643216,250.2155172413793
2426039314,01/12/2014,280000,2,2,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,baixo,20,0,1190,0.9407114624505929,235.2941176470588
461000390,24/06/2014,687500,4,2,2330,5000,2.0,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,muito_alto,96,0,3150,0.63,218.25396825396825
7589200193,10/11/2014,535000,3,1,1090,3000,2.0,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,alto,96,0,1090,0.36333333333333334,490.8256880733945
7955080270,03/12/2014,322500,4,2,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,medio,44,0,2840,0.42649046403363866,113.55633802816901
9547205180,13/06/2014,696000,3,3,2300,3060,2.0,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,muito_alto,95,1,3090,1.0098039215686274,225.24271844660194
9435300030,28/05/2014,550000,4,1,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,alto,92,0,2390,0.06858356290174472,230.1255230125523
2768000400,30/12/2014,640000,4,2,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,alto,121,0,2360,0.3933333333333333,271.1864406779661
7895500070,13/02/2015,240000,4,1,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,baixo,56,0,1550,0.19195046439628483,154.83870967741936
2078500320,20/06/2014,605000,4,3,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,alto,29,0,2620,0.3468820336290216,230.91603053435114
5547700270,15/07/2014,625000,4,3,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,alto,25,0,2570,0.46557971014492755,243.19066147859922
7766200013,11/08/2014,775000,4,2,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,muito_alto,41,0,5840,0.24146200281154387,132.7054794520548
7203220400,07/07/2014,861990,5,2,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,muito_alto,11,0,3595,0.6375243837559851,239.77468706536857
9270200160,28/10/2014,685000,3,1,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,muito_alto,103,0,1570,0.6885964912280702,436.30573248407643
1432701230,29/07/2014,309000,3,1,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,baixo,66,0,1640,0.16984258492129245,188.41463414634146
8035350320,18/07/2014,488000,3,3,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,alto,22,0,3160,0.2323016981548188,154.43037974683546
8945200830,25/03/2015,210490,3,1,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,baixo,59,0,990,0.11608818011257035,212.6161616161616
4178300310,16/07/2014,785000,4,3,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,muito_alto,44,0,2290,0.1706917113893858,342.7947598253275
9215400105,28/04/2015,450000,3,2,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,medio,72,0,1250,0.20962602716753312,360.0
822039084,11/03/2015,1350000,3,3,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,muito_alto,72,0,3341,0.05139604645796477,404.07063753367254
5245600105,16/09/2014,228000,3,1,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,baixo,70,0,1190,0.129361887161648,191.5966386554622
7231300125,17/02/2015,345000,5,3,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,medio,59,0,4660,0.5101817385592292,74.0343347639485
7518505990,31/12/2014,600000,3,2,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,alto,75,0,1820,0.44607843137254904,329.6703296703297
3626039271,05/02/2015,585000,2,2,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,alto,44,0,2970,0.3473684210526316,196.96969696969697
4217401195,03/03/2015,920000,5,2,2730,6000,2.0,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,muito_alto,98,0,3330,0.555,276.2762762762763
9822700295,12/05/2014,885000,4,3,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,muito_alto,30,0,2830,0.566,312.7208480565371
9478500640,19/08/2014,292500,4,3,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,baixo,17,0,2250,0.5005561735261401,130.0
2799800710,07/04/2015,301000,3,3,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,baixo,22,0,2420,0.5094736842105263,124.3801652892562
7922800400,27/08/2014,951000,5,3,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,muito_alto,57,0,3250,0.22660716775902942,292.61538461538464
8079040320,23/02/2015,430000,4,3,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,medio,34,0,1850,0.18544506816359263,232.43243243243242
1516000055,10/12/2014,650000,3,2,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,muito_alto,66,0,2710,0.12761949611490464,239.85239852398524
9558200045,28/08/2014,289000,3,2,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,baixo,71,0,1260,0.15,229.36507936507937
5072410070,21/10/2014,505000,3,2,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,alto,52,0,2519,0.289873417721519,200.47637951568083
9528102996,07/12/2014,549000,3,2,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,alto,11,0,1540,1.475095785440613,356.4935064935065
1189001180,03/06/2014,425000,3,2,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,medio,46,0,2210,0.36833333333333335,192.30769230769232
3253500160,20/11/2014,317625,3,2,2770,3809,2.0,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,baixo,100,0,3770,0.9897610921501706,84.25066312997347
3394100030,09/09/2014,975000,4,3,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,muito_alto,36,0,2720,0.24617612453615711,358.45588235294116
3717000160,09/10/2014,287000,4,3,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,baixo,20,0,2240,0.4819277108433735,128.125
1274500060,25/08/2014,204000,3,1,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,baixo,57,0,1000,0.08285004142502071,204.0
1802000060,12/06/2014,1325000,5,2,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,muito_alto,60,0,4800,0.23811886099811488,276.0416666666667
1525059190,12/09/2014,1040000,5,3,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,muito_alto,52,0,6470,0.12915718449315286,160.741885625966
1049000060,05/01/2015,325000,3,2,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,medio,53,0,1260,0.22451888809693513,257.93650793650795
8820901275,10/06/2014,571000,4,2,2750,7807,2.0,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,alto,109,0,3250,0.41629307032150636,175.69230769230768
5416510140,10/07/2014,360000,4,3,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,medio,20,0,2380,0.476,151.26050420168067
3444100400,16/03/2015,349000,3,2,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,medio,60,0,2490,0.04927863207267114,140.1606425702811
3276920270,05/11/2014,832500,4,4,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,muito_alto,39,0,4470,0.12734317132926898,186.24161073825502
4036801170,13/10/2014,380000,4,2,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,medio,69,0,2640,0.36164383561643837,143.93939393939394
2391600320,20/04/2015,480000,3,1,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,alto,84,0,1040,0.20553359683794467,461.53846153846155
6300000287,09/06/2014,410000,3,1,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,medio,69,0,1910,0.3774703557312253,214.65968586387436
1531000030,23/03/2015,720000,4,3,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,muito_alto,23,0,3450,0.08693899150769852,208.69565217391303
5104520400,02/12/2014,390000,3,3,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,medio,22,0,2350,0.46078431372549017,165.95744680851064
7437100340,22/12/2014,360000,4,3,1900,5889,1.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,medio,33,0,1900,0.3226354219731703,189.47368421052633
9418400240,28/10/2014,355000,2,1,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,medio,77,0,3030,0.45089285714285715,117.16171617161716
1523059105,28/01/2015,356000,3,2,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,medio,61,0,1680,0.1928374655647383,211.9047619047619
1133000671,02/06/2014,315000,3,1,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,baixo,73,0,960,0.1447090744648779,328.125
4232902595,14/11/2014,940000,3,2,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,muito_alto,100,0,2380,0.6611111111111111,394.9579831932773
2599001200,03/11/2014,305000,5,2,2660,8400,2.0,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,baixo,64,0,2660,0.31666666666666665,114.66165413533835
3342103156,18/06/2014,461000,3,3,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,alto,19,0,3560,0.5670595731124562,129.4943820224719
1332700270,19/05/2014,215000,2,2,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,baixo,46,0,1610,0.7892156862745098,133.54037267080744
3869900162,04/09/2014,335000,2,2,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,medio,19,0,1295,1.2148217636022514,258.6872586872587
2791500270,22/05/2014,243500,4,3,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,baixo,37,0,1980,0.2674591381872214,122.97979797979798
5036300431,11/03/2015,1099880,5,2,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,muito_alto,24,0,3520,0.5540689438060759,312.46590909090907
6021501535,25/07/2014,430000,3,2,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,medio,86,0,1870,0.374,229.94652406417111
6021501535,23/12/2014,700000,3,2,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,muito_alto,86,0,1870,0.374,374.331550802139
1483300570,08/09/2014,905000,4,3,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,muito_alto,79,1,4210,0.41073170731707315,214.9643705463183
3422049190,30/03/2015,247500,3,2,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,baixo,58,0,1960,0.12499202856960653,126.27551020408163
1099611230,12/09/2014,199000,4,2,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,baixo,50,0,1160,0.18125,171.55172413793105
722079104,11/07/2014,314000,3,2,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,baixo,45,0,2410,0.057655502392344495,130.29045643153526
7338200240,16/05/2014,437500,3,3,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,medio,33,0,2320,0.06296306347870925,188.57758620689654
1952200240,11/06/2014,850830,3,3,2070,13241,2.0,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,muito_alto,115,0,2870,0.21675100067970698,296.45644599303137
5200100125,27/10/2014,555000,3,2,1980,3478,2.0,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,alto,96,0,2520,0.7245543415756182,220.23809523809524
7214720075,12/12/2014,699950,3,2,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,muito_alto,42,0,2190,0.020354484027771323,319.61187214611874
2450000295,07/10/2014,1088000,3,3,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,muito_alto,75,1,2920,0.3599161839023789,372.6027397260274
6197800045,24/09/2014,290000,3,1,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,baixo,71,0,1210,0.0356732214982753,239.6694214876033
1328310370,02/04/2015,375000,3,3,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,medio,47,0,3220,0.3218390804597701,116.45962732919254
546000875,23/05/2014,460000,3,1,1670,4005,2.0,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,alto,86,0,2170,0.5418227215980025,211.9815668202765
3530510041,23/07/2014,188500,2,2,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,baixo,40,0,1240,0.49739269955876453,152.01612903225808
1853000400,05/03/2015,680000,4,3,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,muito_alto,34,0,3140,0.11199486392980704,216.56050955414014
3134100116,27/08/2014,470000,5,2,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,alto,83,0,2030,0.16447901474639443,231.5270935960591
9545230140,25/07/2014,597750,4,3,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,alto,41,0,2310,0.24002493765586036,258.76623376623377
3362400511,04/03/2015,570000,3,2,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,alto,120,0,1820,0.546875,313.1868131868132
2525310310,16/09/2014,272500,3,2,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,baixo,45,0,1920,0.1523809523809524,141.92708333333334
6126500060,24/11/2014,329950,3,2,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,medio,54,0,3080,0.5159993298710002,107.12662337662337
8961960160,28/10/2014,480000,4,3,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,alto,24,0,3940,0.24364603302207655,121.8274111675127
3626039325,21/11/2014,740500,3,4,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,muito_alto,125,1,5980,0.9417322834645669,123.82943143812709
3362400431,26/06/2014,518500,3,4,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,alto,15,0,1590,1.442831215970962,326.1006289308176
4060000240,23/06/2014,205425,2,1,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,baixo,80,0,880,0.12979351032448377,233.4375
1695900060,11/05/2015,535000,4,1,1610,2982,2.0,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,alto,100,0,1610,0.539906103286385,332.29813664596276
7278700070,02/01/2015,660000,3,3,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,muito_alto,61,0,3240,0.5004633920296571,203.7037037037037
6675500070,19/11/2014,391500,3,2,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,medio,38,0,1450,0.15878230398598336,270.0
3626039187,06/04/2015,395000,2,1,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,medio,72,0,770,0.12833333333333333,512.987012987013
3524049083,04/11/2014,445000,4,2,2100,4400,2.0,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,medio,101,0,2480,0.5636363636363636,179.43548387096774
3275860240,18/06/2014,770000,3,2,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,muito_alto,35,0,2910,0.28518228145825164,264.6048109965636
4389200955,02/03/2015,1450000,4,2,2750,17789,2.0,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,muito_alto,111,1,3520,0.19787509134858622,411.9318181818182
4058801670,17/07/2014,445000,3,2,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,medio,58,0,2580,0.3145957810023168,172.48062015503876
8732020310,17/07/2014,260000,4,2,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,baixo,47,0,2960,0.33594370673022356,87.83783783783784
2331300505,13/06/2014,822500,5,4,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,muito_alto,99,0,2920,0.5887096774193549,281.67808219178085
7853210060,06/04/2015,430000,4,3,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,medio,21,0,2070,0.4802784222737819,207.72946859903382
3668000070,05/01/2015,212000,3,2,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,baixo,39,0,1060,0.1346031746031746,200.0
9545240070,28/04/2015,660500,4,2,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,muito_alto,39,0,2580,0.26866604186191817,256.0077519379845
1243100136,12/06/2014,784000,3,4,3950,111078,2.0,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,muito_alto,36,0,5440,0.04897459442913989,144.11764705882354
8929000270,12/05/2014,453246,3,3,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,alto,11,0,2630,1.14997813729777,172.33688212927757
2767602356,26/01/2015,675000,4,4,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,muito_alto,20,0,2140,0.9394205443371378,315.42056074766356
921049315,13/08/2014,199000,3,2,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,baixo,69,0,1320,0.07590569292696953,150.75757575757575
3655000070,05/08/2014,220000,4,2,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,baixo,57,0,3030,0.3864795918367347,72.60726072607261
4027700812,29/05/2014,452000,4,2,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,alto,57,0,3840,0.38392321535692864,117.70833333333333
3992700335,07/07/2014,382500,2,1,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,medio,44,0,1190,0.268018018018018,321.42857142857144
2767603505,07/05/2014,519950,3,2,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,alto,11,0,1170,0.9367493995196157,444.4017094017094
4232901525,27/06/2014,665000,2,1,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,muito_alto,100,0,1110,0.346875,599.0990990990991
1777500060,08/07/2014,527700,5,3,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,alto,57,0,4090,0.4362666666666667,129.02200488997556
1432900240,08/05/2015,205000,3,1,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,baixo,63,0,2210,0.2576057815596223,92.76018099547511
6140100875,15/04/2015,420000,3,1,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,medio,102,0,1180,0.14573298752624428,355.93220338983053
6071600370,27/02/2015,500000,4,2,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,alto,64,0,2680,0.31466478807091697,186.56716417910448
1526069017,03/12/2014,921500,4,3,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,muito_alto,31,0,3670,0.011636977049471421,251.0899182561308
809001525,25/06/2014,890000,4,1,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,muito_alto,120,0,2730,0.6825,326.007326007326
3224079105,06/08/2014,430000,2,3,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,medio,18,0,2420,0.03968253968253968,177.68595041322314
8075400570,30/10/2014,258000,5,2,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,baixo,65,0,3390,0.2712,76.10619469026548
1994200024,04/11/2014,511000,3,1,1430,3455,2.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,alto,78,0,1880,0.5441389290882779,271.8085106382979
